Province,Year,Annual_Mean_Temp,Annual_Max_Temp,Annual_Min_Temp,Station_Count,GEO,Population
NS,2020,7.79,35.0,-22.2,32,Nova Scotia,987164
NS,2021,7.94,33.5,-21.0,32,Nova Scotia,997659
NS,2022,8.11,35.4,-23.3,30,Nova Scotia,1021422
NS,2023,7.93,34.1,-22.2,30,Nova Scotia,1052025
ON,1950,4.67,37.2,-37.8,205,Ontario,4501185
ON,1951,5.45,35.6,-36.1,214,Ontario,4603440
ON,1952,6.39,37.8,-32.8,221,Ontario,4779250
ON,1953,7.08,38.3,-31.1,234,Ontario,4935250
ON,1954,5.81,37.3,-33.9,240,Ontario,5108250
ON,1955,6.33,39.4,-37.2,238,Ontario,5258250
ON,1956,4.93,37.2,-35.0,239,Ontario,5403000
ON,1957,5.77,36.7,-35.6,238,Ontario,5624750
ON,1958,5.16,35.0,-35.0,237,Ontario,5814250
ON,1959,5.66,38.3,-38.3,256,Ontario,5962500
ON,1960,5.47,35.6,-35.6,249,Ontario,6105500
ON,1961,6.06,36.7,-34.5,264,Ontario,6231000
ON,1962,5.78,35.6,-36.7,277,Ontario,6347500
ON,1963,5.25,37.2,-37.8,271,Ontario,6478500
ON,1964,6.07,37.2,-33.3,274,Ontario,6626750
ON,1965,5.42,36.7,-33.9,284,Ontario,6783250
ON,1966,5.75,37.8,-33.9,293,Ontario,6954000
ON,1967,5.68,34.4,-35.0,294,Ontario,7121750
ON,1968,6.01,35.6,-35.0,306,Ontario,7257750
ON,1969,5.71,36.1,-33.3,319,Ontario,7385250
ON,1970,5.49,35.6,-38.4,322,Ontario,7548750
ON,1971,5.84,37.8,-35.6,332,Ontario,7767567
ON,1972,4.58,38.9,-37.2,326,Ontario,7947178
ON,1973,6.88,37.2,-33.3,323,Ontario,8057794
ON,1974,5.46,35.6,-34.4,333,Ontario,8189190
ON,1975,6.27,42.8,-35.0,329,Ontario,8304342
ON,1976,5.01,37.2,-37.8,332,Ontario,8401757
ON,1977,5.97,39.4,-35.2,335,Ontario,8493530
ON,1978,4.87,38.5,-38.0,330,Ontario,8578040
ON,1979,5.52,36.0,-36.0,329,Ontario,8648592
ON,1980,5.04,37.0,-37.0,330,Ontario,8727944
ON,1981,6.25,38.0,-33.2,321,Ontario,8804010
ON,1982,5.52,37.0,-37.3,313,Ontario,8908938
ON,1983,6.59,40.3,-33.3,322,Ontario,9026909
ON,1984,6.31,38.0,-34.6,317,Ontario,9152063
ON,1985,5.72,39.0,-34.8,309,Ontario,9279890
ON,1986,6.36,36.0,-32.3,311,Ontario,9421117
ON,1987,7.29,37.0,-30.9,301,Ontario,9612540
ON,1988,6.39,40.5,-34.9,301,Ontario,9816491
ON,1989,5.41,37.5,-38.0,299,Ontario,10068044
ON,1990,7.17,37.0,-30.1,294,Ontario,10267345
ON,1991,7.29,37.5,-33.2,293,Ontario,10409479
ON,1992,5.52,36.0,-31.9,301,Ontario,10549810
ON,1993,5.81,36.0,-34.9,292,Ontario,10676423
ON,1994,5.95,36.5,-36.8,290,Ontario,10800283
ON,1995,5.87,40.0,-35.0,286,Ontario,10931434
ON,1996,5.51,36.0,-36.0,277,Ontario,11065044
ON,1997,5.82,36.0,-33.2,268,Ontario,11208193
ON,1998,8.33,36.6,-27.7,257,Ontario,11347200
ON,1999,7.45,37.1,-31.6,255,Ontario,11484167
ON,2000,6.21,35.0,-33.4,253,Ontario,11657472
ON,2001,7.54,38.5,-29.5,250,Ontario,11864577
ON,2002,6.71,38.1,-31.6,234,Ontario,12062059
ON,2003,5.73,36.5,-35.9,232,Ontario,12220929
ON,2004,5.71,34.5,-35.5,228,Ontario,12367225
ON,2005,6.58,37.5,-35.8,230,Ontario,12506784
ON,2006,7.38,37.8,-28.8,225,Ontario,12642187
ON,2007,6.2,37.5,-35.5,184,Ontario,12750762
ON,2008,5.66,35.0,-35.6,177,Ontario,12866628
ON,2009,5.33,35.0,-35.5,175,Ontario,12984262
ON,2010,7.3,38.0,-31.1,181,Ontario,13118704
ON,2011,6.46,45.0,-34.9,191,Ontario,13248544
ON,2012,7.87,38.5,-29.5,188,Ontario,13376112
ON,2013,5.67,36.0,-36.6,183,Ontario,13496707
ON,2014,4.39,34.7,-39.8,171,Ontario,13606394
ON,2015,6.1,35.2,-37.7,162,Ontario,13698942
ON,2016,6.91,36.5,-33.6,157,Ontario,13853924
ON,2017,6.55,35.5,-33.1,147,Ontario,14056827
ON,2018,5.7,37.5,-36.7,147,Ontario,14297687
ON,2019,5.23,36.5,-37.0,146,Ontario,14545972
ON,2020,6.59,37.5,-32.2,144,Ontario,14747480
ON,2021,7.28,38.0,-33.1,144,Ontario,14840405
ON,2022,5.66,36.4,-38.1,139,Ontario,15117224
ON,2023,7.28,38.0,-30.4,131,Ontario,15580514
QC,1950,2.77,35.0,-40.6,157,Quebec,3965725
QC,1951,3.57,35.0,-38.9,171,Quebec,4052052
QC,1952,4.08,36.7,-36.7,178,Quebec,4167750
QC,1953,4.61,37.8,-35.0,182,Quebec,4267000
QC,1954,3.02,35.6,-38.9,182,Quebec,4385000
QC,1955,3.36,37.8,-41.1,183,Quebec,4510750
QC,1956,2.2,37.8,-38.3,181,Quebec,4624750
QC,1957,3.48,35.6,-40.0,194,Quebec,4762500
QC,1958,2.84,35.0,-38.3,205,Quebec,4897500
QC,1959,3.03,36.1,-42.8,201,Quebec,5019750
QC,1960,3.71,35.6,-37.2,214,Quebec,5137500
QC,1961,3.49,35.0,-40.0,205,Quebec,5254500
QC,1962,2.43,35.6,-42.2,203,Quebec,5367000
QC,1963,2.75,36.1,-41.7,296,Quebec,5476250
QC,1964,3.3,36.1,-37.2,310,Quebec,5580250
QC,1965,2.57,34.4,-38.9,328,Quebec,5681500
QC,1966,3.75,35.6,-35.0,345,Quebec,5774250
QC,1967,2.86,36.7,-41.1,357,Quebec,5857500
QC,1968,3.09,35.6,-40.0,364,Quebec,5924500
QC,1969,3.66,34.4,-34.4,357,Quebec,5981000
QC,1970,3.09,35.6,-41.7,359,Quebec,6010750
QC,1971,3.24,35.6,-40.0,378,Quebec,6081106
QC,1972,1.91,35.0,-42.8,387,Quebec,6168675
QC,1973,4.75,35.6,-37.2,477,Quebec,6207238
QC,1974,3.0,35.6,-38.9,475,Quebec,6261372
QC,1975,4.12,40.0,-40.0,466,Quebec,6322332
QC,1976,2.96,37.8,-42.2,454,Quebec,6385255
QC,1977,4.14,40.0,-36.2,455,Quebec,6425092
QC,1978,3.0,38.9,-40.3,459,Quebec,6437989
QC,1979,4.46,35.0,-37.6,451,Quebec,6459979
QC,1980,2.97,34.0,-39.7,458,Quebec,6498485
QC,1981,4.69,37.0,-34.9,450,Quebec,6540880
QC,1982,3.17,36.0,-40.6,444,Quebec,6575840
QC,1983,4.3,38.0,-36.5,420,Quebec,6598969
QC,1984,3.88,36.0,-39.1,417,Quebec,6626718
QC,1985,2.78,33.5,-40.0,410,Quebec,6660817
QC,1986,3.11,33.0,-38.6,366,Quebec,6703313
QC,1987,4.23,36.5,-37.0,362,Quebec,6772196
QC,1988,3.72,38.0,-39.6,361,Quebec,6831143
QC,1989,2.72,36.5,-44.6,359,Quebec,6914476
QC,1990,4.34,35.5,-37.1,352,Quebec,6986226
QC,1991,3.58,36.0,-40.4,350,Quebec,7054592
QC,1992,2.64,35.5,-40.3,296,Quebec,7104606
QC,1993,2.87,35.5,-42.0,306,Quebec,7153278
QC,1994,2.59,38.5,-43.0,315,Quebec,7189008
QC,1995,3.61,36.5,-39.3,264,Quebec,7215800
QC,1996,3.65,34.5,-38.6,266,Quebec,7243693
QC,1997,2.79,36.0,-40.2,264,Quebec,7272062
QC,1998,6.07,36.0,-32.6,262,Quebec,7294436
QC,1999,5.17,40.0,-36.3,255,Quebec,7320816
QC,2000,3.95,31.9,-36.3,256,Quebec,7353293
QC,2001,5.33,37.0,-34.8,262,Quebec,7391230
QC,2002,4.05,38.4,-36.3,265,Quebec,7435487
QC,2003,3.48,36.5,-41.2,235,Quebec,7480399
QC,2004,3.4,38.9,-39.5,288,Quebec,7529847
QC,2005,4.54,39.0,-38.5,232,Quebec,7576800
QC,2006,5.59,36.0,-31.7,230,Quebec,7626126
QC,2007,3.83,39.1,-38.6,229,Quebec,7685039
QC,2008,4.13,39.1,-38.6,233,Quebec,7753266
QC,2009,4.02,33.7,-37.7,228,Quebec,7833114
QC,2010,6.07,37.0,-30.0,227,Quebec,7918616
QC,2011,4.97,36.0,-35.9,225,Quebec,7993804
QC,2012,5.62,36.0,-34.3,225,Quebec,8050860
QC,2013,4.44,38.6,-37.2,226,Quebec,8100324
QC,2014,3.8,34.2,-40.5,220,Quebec,8140808
QC,2015,3.74,34.2,-42.3,214,Quebec,8171490
QC,2016,5.15,34.5,-37.0,202,Quebec,8217370
QC,2017,5.64,34.3,-35.4,190,Quebec,8284231
QC,2018,2.59,37.2,-40.5,188,Quebec,8374735
QC,2019,2.93,35.2,-39.8,182,Quebec,8470681
QC,2020,5.39,37.4,-33.9,181,Quebec,8547809
QC,2021,5.35,35.3,-34.5,178,Quebec,8570648
QC,2022,4.37,34.0,-39.4,174,Quebec,8661918
QC,2023,5.54,36.2,-34.4,170,Quebec,8831660
SK,1950,0.12,37.8,-50.0,90,Saskatchewan,813432
SK,1951,0.29,39.4,-45.6,98,Saskatchewan,830152
SK,1952,3.08,40.6,-40.6,107,Saskatchewan,842250
SK,1953,3.82,42.2,-37.8,116,Saskatchewan,859000
SK,1954,2.7,36.7,-41.1,127,Saskatchewan,871750
SK,1955,0.82,37.2,-47.3,125,Saskatchewan,878250
SK,1956,1.57,37.8,-45.0,141,Saskatchewan,879750
SK,1957,2.23,38.9,-42.8,149,Saskatchewan,878750
SK,1958,2.92,41.7,-39.4,155,Saskatchewan,891000
SK,1959,2.16,39.4,-41.1,164,Saskatchewan,905750
SK,1960,2.28,40.6,-42.8,167,Saskatchewan,914250
SK,1961,3.04,43.3,-42.2,178,Saskatchewan,924000
SK,1962,2.71,37.2,-43.9,178,Saskatchewan,929250
SK,1963,3.33,39.4,-44.4,183,Saskatchewan,931500
SK,1964,1.95,41.7,-43.9,185,Saskatchewan,941000
SK,1965,0.54,38.9,-47.2,183,Saskatchewan,949500
SK,1966,0.79,39.4,-48.3,192,Saskatchewan,954750
SK,1967,1.33,38.9,-45.6,195,Saskatchewan,956750
SK,1968,2.26,38.3,-41.7,188,Saskatchewan,959750
SK,1969,1.21,41.7,-46.1,180,Saskatchewan,957750
SK,1970,1.24,39.4,-47.2,187,Saskatchewan,940750
SK,1971,1.61,40.6,-45.6,193,Saskatchewan,928275
SK,1972,0.41,40.0,-49.4,191,Saskatchewan,920467
SK,1973,2.89,39.4,-40.6,205,Saskatchewan,911644
SK,1974,1.82,37.2,-42.8,202,Saskatchewan,908116
SK,1975,1.46,39.4,-44.4,198,Saskatchewan,915819
SK,1976,2.92,38.9,-42.8,192,Saskatchewan,930528
SK,1977,2.94,37.2,-42.7,195,Saskatchewan,942943
SK,1978,1.45,38.3,-47.3,198,Saskatchewan,951505
SK,1979,1.13,40.0,-47.0,198,Saskatchewan,958596
SK,1980,2.65,40.0,-43.9,197,Saskatchewan,966544
SK,1981,4.7,40.5,-35.8,205,Saskatchewan,975036
SK,1982,0.42,35.5,-49.0,203,Saskatchewan,985876
SK,1983,2.39,41.5,-42.8,205,Saskatchewan,999334
SK,1984,2.66,43.0,-42.5,213,Saskatchewan,1012931
SK,1985,1.34,40.0,-45.0,216,Saskatchewan,1023575
SK,1986,3.43,37.0,-37.5,211,Saskatchewan,1028305
SK,1987,5.17,40.5,-31.8,210,Saskatchewan,1031442
SK,1988,3.49,42.0,-43.3,204,Saskatchewan,1027949
SK,1989,1.93,40.5,-47.0,208,Saskatchewan,1019320
SK,1990,2.86,39.5,-43.0,202,Saskatchewan,1008330
SK,1991,3.24,39.0,-42.0,199,Saskatchewan,1002296
SK,1992,3.23,37.5,-36.8,222,Saskatchewan,1002730
SK,1993,2.26,36.5,-39.5,217,Saskatchewan,1005599
SK,1994,2.31,37.5,-44.5,210,Saskatchewan,1009113
SK,1995,1.81,39.5,-42.5,200,Saskatchewan,1013529
SK,1996,-0.15,38.8,-50.0,196,Saskatchewan,1018106
SK,1997,2.93,39.3,-42.2,186,Saskatchewan,1017834
SK,1998,3.91,40.0,-39.2,175,Saskatchewan,1017422
SK,1999,3.61,38.0,-36.5,172,Saskatchewan,1014926
SK,2000,2.06,38.0,-43.8,169,Saskatchewan,1008478
SK,2001,3.72,40.5,-38.8,160,Saskatchewan,1001165
SK,2002,1.78,41.0,-42.7,158,Saskatchewan,997428
SK,2003,2.65,41.0,-45.3,154,Saskatchewan,996270
SK,2004,2.06,37.0,-40.9,150,Saskatchewan,997002
SK,2005,3.04,39.5,-39.6,152,Saskatchewan,994406
SK,2006,3.69,38.2,-37.2,138,Saskatchewan,992287
SK,2007,3.14,43.0,-41.6,131,Saskatchewan,1000522
SK,2008,1.01,39.5,-46.5,126,Saskatchewan,1015902
SK,2009,1.18,38.5,-45.6,106,Saskatchewan,1032532
SK,2010,2.72,36.8,-39.6,102,Saskatchewan,1049311
SK,2011,2.45,36.9,-43.0,104,Saskatchewan,1064016
SK,2012,3.01,37.0,-40.0,100,Saskatchewan,1080479
SK,2013,1.16,36.5,-47.0,93,Saskatchewan,1096497
SK,2014,1.16,38.0,-46.0,87,Saskatchewan,1110323
SK,2015,3.53,39.7,-40.0,81,Saskatchewan,1120668
SK,2016,3.62,36.3,-37.5,83,Saskatchewan,1133608
SK,2017,3.2,39.0,-40.8,80,Saskatchewan,1145931
SK,2018,1.09,42.3,-44.9,75,Saskatchewan,1155438
SK,2019,0.96,38.0,-46.1,70,Saskatchewan,1163702
SK,2020,2.06,38.0,-41.5,69,Saskatchewan,1167953
SK,2021,2.8,41.0,-44.6,68,Saskatchewan,1167640
SK,2022,1.5,39.2,-48.0,66,Saskatchewan,1177684
SK,2023,3.52,39.5,-40.2,63,Saskatchewan,1206390
YT,1950,-4.48,35.0,-55.6,8,Yukon,8778
YT,1951,-5.49,35.6,-52.2,11,Yukon,8953
YT,1952,-2.71,29.4,-52.2,11,Yukon,9000
YT,1953,-3.06,32.2,-52.2,10,Yukon,9000
YT,1954,-3.62,28.9,-52.2,11,Yukon,9750
YT,1955,-5.28,31.1,-55.6,12,Yukon,11250
YT,1956,-4.96,30.0,-51.7,11,Yukon,12000
YT,1957,-2.98,30.6,-51.7,11,Yukon,12250
YT,1958,-2.93,33.3,-48.3,13,Yukon,13000
YT,1959,-4.86,28.9,-51.7,17,Yukon,13000
YT,1960,-3.55,31.1,-46.7,16,Yukon,14000
YT,1961,-5.8,31.7,-54.4,15,Yukon,14500
YT,1962,-3.97,31.1,-52.2,16,Yukon,15000
YT,1963,-3.9,30.0,-51.7,19,Yukon,15000
YT,1964,-4.63,28.3,-55.6,18,Yukon,15000
YT,1965,-3.87,33.9,-54.4,16,Yukon,14750
YT,1966,-5.14,31.1,-56.7,22,Yukon,14500
YT,1967,-3.96,30.6,-50.0,22,Yukon,15000
YT,1968,-3.92,29.5,-53.9,26,Yukon,15500
YT,1969,-4.15,36.1,-53.9,27,Yukon,16000
YT,1970,-3.65,30.0,-50.0,30,Yukon,17000
YT,1971,-4.94,33.3,-58.3,35,Yukon,18613
YT,1972,-6.15,31.7,-56.7,33,Yukon,20074
YT,1973,-5.1,30.0,-55.0,35,Yukon,20951
YT,1974,-3.39,29.4,-53.3,48,Yukon,21068
YT,1975,-4.59,33.9,-56.7,41,Yukon,21848
YT,1976,-1.53,33.3,-48.9,48,Yukon,22368
YT,1977,-2.22,32.5,-48.9,45,Yukon,22445
YT,1978,-1.77,32.8,-47.8,41,Yukon,22945
YT,1979,-3.58,30.1,-55.0,36,Yukon,22924
YT,1980,-3.35,33.5,-54.0,40,Yukon,23027
YT,1981,-1.76,30.5,-44.5,41,Yukon,23707
YT,1982,-5.3,31.0,-58.5,45,Yukon,24465
YT,1983,-4.56,36.0,-54.5,44,Yukon,23741
YT,1984,-3.16,31.4,-50.0,45,Yukon,23809
YT,1985,-3.66,29.8,-49.6,44,Yukon,24308
YT,1986,-2.89,32.0,-48.0,44,Yukon,24484
YT,1987,-1.98,31.5,-46.0,42,Yukon,25506
YT,1988,-2.3,31.8,-48.0,44,Yukon,26368
YT,1989,-2.98,34.0,-54.0,46,Yukon,27079
YT,1990,-3.75,33.0,-56.0,43,Yukon,27852
YT,1991,-2.81,31.0,-49.0,43,Yukon,28682
YT,1992,-3.25,33.0,-48.0,44,Yukon,29717
YT,1993,-1.66,30.2,-47.6,46,Yukon,30107
YT,1994,-2.99,33.9,-50.5,48,Yukon,29660
YT,1995,-3.31,32.5,-53.0,51,Yukon,30336
YT,1996,-6.04,31.5,-55.0,46,Yukon,31272
YT,1997,-2.89,31.7,-51.0,47,Yukon,31661
YT,1998,-2.69,35.0,-50.0,48,Yukon,31214
YT,1999,-3.96,33.5,-53.0,48,Yukon,30686
YT,2000,-3.27,30.0,-47.0,47,Yukon,30400
YT,2001,-3.65,32.5,-48.5,47,Yukon,30128
YT,2002,-3.46,31.0,-46.9,46,Yukon,30227
YT,2003,-3.79,32.0,-48.8,45,Yukon,30790
YT,2004,-3.7,36.5,-53.5,44,Yukon,31466
YT,2005,-2.16,31.0,-48.0,43,Yukon,31915
YT,2006,-4.04,35.0,-49.5,43,Yukon,32224
YT,2007,-3.98,31.5,-51.5,42,Yukon,32452
YT,2008,-4.13,30.0,-54.0,37,Yukon,33024
YT,2009,-3.61,38.0,-51.5,33,Yukon,33687
YT,2010,-2.0,33.0,-46.2,34,Yukon,34410
YT,2011,-3.73,30.0,-50.0,34,Yukon,35182
YT,2012,-4.4,32.7,-51.4,35,Yukon,35988
YT,2013,-3.24,34.5,-51.0,31,Yukon,36345
YT,2014,-3.41,31.2,-47.0,29,Yukon,36817
YT,2015,-3.47,30.5,-48.7,27,Yukon,37463
YT,2016,-2.2,30.5,-43.7,20,Yukon,38264
YT,2017,-2.77,31.8,-47.8,21,Yukon,39287
YT,2018,-3.57,31.7,-47.7,19,Yukon,40212
YT,2019,-1.82,31.3,-45.1,20,Yukon,41036
YT,2020,-4.38,30.3,-49.8,20,Yukon,41845
YT,2021,-4.45,32.5,-49.4,21,Yukon,42672
YT,2022,-3.65,32.3,-52.2,20,Yukon,43654
YT,2023,-1.51,35.5,-44.6,20,Yukon,45141
